emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,video_quality,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,final_emotion,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,modality_weights,quality_warning,timestamp
fear,fear,LOW,Negative emotional state,0.83,0.56,5,0.712,fear,0.56,medium,0.46,0.0497,0.678,fear,True,LOW,0.0,19.5,LOW,LOW,12.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 2.8}",FLUCTUATING,"{'visual': 0.588, 'audio': 0.412}",False,2026-07-08 13:24:35
fear,fear,LOW,Negative emotional state,0.83,0.507,5,0.712,fear,0.56,medium,0.46,0.0497,0.678,fear,True,LOW,0.0,19.6,LOW,LOW,13.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 2.9}",FLUCTUATING,"{'visual': 0.534, 'audio': 0.466}",False,2026-07-08 13:24:36
fear,fear,LOW,Negative emotional state,0.83,0.643,5,0.72,fear,0.56,medium,0.46,0.0497,0.678,fear,True,LOW,0.0,19.6,LOW,LOW,13.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 2.9}",FLUCTUATING,"{'visual': 0.65, 'audio': 0.35}",False,2026-07-08 13:24:36
fear,fear,LOW,Negative emotional state,0.83,0.594,5,0.72,fear,0.55,low,0.43,0.038,0.632,fear,True,LOW,0.0,19.6,LOW,LOW,13.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 3.0}",FLUCTUATING,"{'visual': 0.648, 'audio': 0.352}",False,2026-07-08 13:24:38
fear,fear,LOW,Negative emotional state,0.83,0.436,5,0.722,fear,0.55,low,0.43,0.038,0.632,fear,True,LOW,0.0,19.6,LOW,LOW,13.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 3.0}",FLUCTUATING,"{'visual': 0.483, 'audio': 0.517}",False,2026-07-08 13:24:39
fear,fear,LOW,Negative emotional state,0.67,0.462,5,0.723,fear,0.55,low,0.43,0.038,0.632,fear,True,LOW,0.0,19.6,LOW,LOW,12.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 3.0}",FLUCTUATING,"{'visual': 0.52, 'audio': 0.48}",False,2026-07-08 13:24:39
fear,fear,LOW,Negative emotional state,0.83,0.579,5,0.726,fear,0.55,low,0.43,0.038,0.632,fear,True,LOW,0.0,19.6,LOW,LOW,12.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 3.0}",STABLE,"{'visual': 0.637, 'audio': 0.363}",False,2026-07-08 13:24:40
neutral,neutral,LOW,Negative emotional state,0.67,0.243,5,0.723,fear,0.55,low,0.43,0.038,0.632,fear,False,LOW,0.0,19.7,LOW,LOW,12.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 3.0}",STABLE,"{'visual': 0.466, 'audio': 0.534}",False,2026-07-08 13:24:41
fear,fear,LOW,Negative emotional state,0.67,0.507,5,0.718,fear,0.55,low,0.43,0.038,0.632,fear,True,LOW,0.0,19.7,LOW,LOW,11.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 3.0}",STABLE,"{'visual': 0.573, 'audio': 0.427}",False,2026-07-08 13:24:41
fear,fear,LOW,Negative emotional state,0.67,0.549,5,0.716,fear,0.55,low,0.43,0.038,0.632,fear,True,LOW,0.0,19.6,LOW,LOW,11.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.9}",STABLE,"{'visual': 0.613, 'audio': 0.387}",False,2026-07-08 13:24:42
fear,fear,LOW,Negative emotional state,0.83,0.476,6,0.721,fear,0.55,low,0.43,0.038,0.632,fear,True,LOW,0.0,19.9,LOW,LOW,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.9}",STABLE,"{'visual': 0.537, 'audio': 0.463}",False,2026-07-08 13:24:43
fear,fear,LOW,Negative emotional state,0.67,0.548,6,0.721,fear,0.55,low,0.43,0.038,0.632,fear,True,LOW,0.0,19.9,LOW,LOW,10.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.9}",STABLE,"{'visual': 0.612, 'audio': 0.388}",False,2026-07-08 13:24:43
fear,fear,LOW,Negative emotional state,0.83,0.441,7,0.725,fear,0.55,low,0.43,0.038,0.632,fear,True,LOW,0.0,20.2,LOW,LOW,10.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.9}",STABLE,"{'visual': 0.49, 'audio': 0.51}",False,2026-07-08 13:24:44
neutral,neutral,LOW,Stable emotional condition,0.76,0.51,7,0.729,angry,0.48,medium,0.3833,0.0303,0.593,neutral,False,LOW,0.0,8.2,LOW,LOW,9.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.8}",STABLE,"{'visual': 0.719, 'audio': 0.281}",False,2026-07-08 13:24:45
happy,happy,LOW,Stable emotional condition,0.83,0.204,7,0.727,angry,0.48,medium,0.3833,0.0303,0.593,happy,False,LOW,0.0,5.1,LOW,LOW,9.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.8}",FLUCTUATING,"{'visual': 0.505, 'audio': 0.495}",False,2026-07-08 13:24:46
sad,sad,LOW,Stable emotional condition,0.67,0.367,7,0.719,angry,0.48,medium,0.3833,0.0303,0.593,sad,False,LOW,0.0,20.1,LOW,LOW,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.8}",FLUCTUATING,"{'visual': 0.648, 'audio': 0.352}",False,2026-07-08 13:24:46
neutral,neutral,LOW,Stable emotional condition,0.67,0.231,7,0.717,angry,0.48,medium,0.3833,0.0303,0.593,neutral,False,LOW,0.0,8.1,LOW,LOW,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.8}",FLUCTUATING,"{'visual': 0.537, 'audio': 0.463}",False,2026-07-08 13:24:47
sad,sad,LOW,Stable emotional condition,0.67,0.393,7,0.719,angry,0.48,medium,0.3833,0.0303,0.593,sad,False,LOW,0.0,20.1,LOW,LOW,9.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.7}",FLUCTUATING,"{'visual': 0.663, 'audio': 0.337}",False,2026-07-08 13:24:48
angry,angry,LOW,Negative emotional state,0.67,0.39,7,0.719,angry,0.48,medium,0.3833,0.0303,0.593,angry,True,LOW,0.0,20.0,LOW,LOW,10.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.7}",UNSTABLE,"{'visual': 0.509, 'audio': 0.491}",False,2026-07-08 13:24:48
neutral,neutral,LOW,Stable emotional condition,0.67,0.217,7,0.72,angry,0.48,medium,0.3833,0.0303,0.593,neutral,False,LOW,0.0,7.9,LOW,LOW,10.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.6}",UNSTABLE,"{'visual': 0.521, 'audio': 0.479}",False,2026-07-08 13:24:49
happy,happy,MEDIUM,Stable emotional condition,0.72,0.273,8,0.721,angry,0.48,medium,0.3833,0.0303,0.593,happy,False,MEDIUM,0.38,20.2,LOW,LOW,17.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",UNSTABLE,"{'visual': 0.578, 'audio': 0.422}",False,2026-07-08 13:24:50
happy,happy,MEDIUM,Stable emotional condition,0.66,0.309,8,0.723,angry,0.48,medium,0.3833,0.0303,0.593,happy,False,MEDIUM,0.38,20.1,LOW,LOW,21.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.4}",UNSTABLE,"{'visual': 0.608, 'audio': 0.392}",False,2026-07-08 13:24:50
happy,happy,MEDIUM,Stable emotional condition,0.72,0.405,8,0.723,angry,0.48,medium,0.3833,0.0303,0.593,happy,False,MEDIUM,0.38,20.0,LOW,LOW,23.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.3}",FLUCTUATING,"{'visual': 0.67, 'audio': 0.33}",False,2026-07-08 13:24:51
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.396,8,0.725,fear,0.6233333333333333,medium,0.42,0.0461,0.665,neutral,False,MEDIUM,0.361,22.9,LOW,LOW,25.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.2}",FLUCTUATING,"{'visual': 0.577, 'audio': 0.423}",False,2026-07-08 13:24:52
angry,angry,MEDIUM,Negative emotional state,0.56,0.29,8,0.722,fear,0.6233333333333333,medium,0.42,0.0461,0.665,fear,False,MEDIUM,0.361,34.8,LOW,LOW,25.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.2}",UNSTABLE,"{'visual': 0.417, 'audio': 0.583}",False,2026-07-08 13:24:53
neutral,neutral,MEDIUM,Negative emotional state,0.56,0.29,8,0.723,fear,0.6233333333333333,medium,0.42,0.0461,0.665,fear,False,MEDIUM,0.361,34.8,LOW,LOW,26.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.2}",UNSTABLE,"{'visual': 0.456, 'audio': 0.544}",False,2026-07-08 13:24:54
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.434,9,0.721,fear,0.6233333333333333,medium,0.42,0.0461,0.665,neutral,False,MEDIUM,0.36,23.2,LOW,LOW,26.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.2}",UNSTABLE,"{'visual': 0.599, 'audio': 0.401}",False,2026-07-08 13:24:54
neutral,neutral,MEDIUM,Negative emotional state,0.72,0.29,9,0.721,fear,0.6233333333333333,medium,0.42,0.0461,0.665,fear,False,MEDIUM,0.36,35.0,MEDIUM,LOW,26.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",FLUCTUATING,"{'visual': 0.498, 'audio': 0.502}",False,2026-07-08 13:24:55
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.447,9,0.718,fear,0.6233333333333333,medium,0.42,0.0461,0.665,neutral,False,MEDIUM,0.36,22.7,LOW,LOW,26.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,"{'visual': 0.607, 'audio': 0.393}",False,2026-07-08 13:24:56
neutral,neutral,MEDIUM,Stable emotional condition,0.69,0.349,9,0.722,fear,0.6233333333333333,medium,0.42,0.0461,0.665,neutral,False,MEDIUM,0.361,22.5,LOW,LOW,26.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,"{'visual': 0.546, 'audio': 0.454}",False,2026-07-08 13:24:56
neutral,neutral,MEDIUM,Stable emotional condition,0.82,0.45,9,0.722,fear,0.6233333333333333,medium,0.42,0.0461,0.665,neutral,False,MEDIUM,0.361,22.4,LOW,LOW,25.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",FLUCTUATING,"{'visual': 0.608, 'audio': 0.392}",False,2026-07-08 13:24:57
neutral,neutral,MEDIUM,Stable emotional condition,0.81,0.449,9,0.721,fear,0.6233333333333333,medium,0.42,0.0461,0.665,neutral,False,MEDIUM,0.36,22.3,LOW,LOW,25.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",FLUCTUATING,"{'visual': 0.608, 'audio': 0.392}",False,2026-07-08 13:24:58
neutral,neutral,MEDIUM,Stable emotional condition,0.88,0.487,9,0.725,fear,0.6233333333333333,medium,0.42,0.0461,0.665,neutral,False,MEDIUM,0.361,22.4,LOW,LOW,25.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",STABLE,"{'visual': 0.627, 'audio': 0.373}",False,2026-07-08 13:24:58
neutral,neutral,MEDIUM,Stable emotional condition,0.7,0.381,9,0.725,angry,0.5233333333333333,medium,0.41,0.0403,0.642,neutral,False,MEDIUM,0.367,22.4,LOW,LOW,25.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",STABLE,"{'visual': 0.618, 'audio': 0.382}",False,2026-07-08 13:25:00
fear,fear,MEDIUM,Negative emotional state,0.79,0.431,10,0.725,angry,0.5233333333333333,medium,0.41,0.0403,0.642,fear,False,MEDIUM,0.367,34.8,LOW,LOW,25.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",STABLE,"{'visual': 0.647, 'audio': 0.353}",False,2026-07-08 13:25:00
fear,fear,MEDIUM,Negative emotional state,0.79,0.442,10,0.725,angry,0.5233333333333333,medium,0.41,0.0403,0.642,fear,False,MEDIUM,0.367,34.8,LOW,LOW,26.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",STABLE,"{'visual': 0.652, 'audio': 0.348}",False,2026-07-08 13:25:01
neutral,neutral,MEDIUM,Stable emotional condition,0.75,0.373,10,0.72,angry,0.5233333333333333,medium,0.41,0.0403,0.642,neutral,False,MEDIUM,0.366,22.9,LOW,LOW,26.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",STABLE,"{'visual': 0.613, 'audio': 0.387}",False,2026-07-08 13:25:02
neutral,neutral,MEDIUM,Stable emotional condition,0.73,0.32,10,0.726,angry,0.5233333333333333,medium,0.41,0.0403,0.642,neutral,False,MEDIUM,0.367,22.9,LOW,LOW,26.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",STABLE,"{'visual': 0.577, 'audio': 0.423}",False,2026-07-08 13:25:02
neutral,neutral,MEDIUM,Stable emotional condition,0.72,0.507,10,0.724,angry,0.5233333333333333,medium,0.41,0.0403,0.642,neutral,False,MEDIUM,0.367,23.0,LOW,LOW,26.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",STABLE,"{'visual': 0.683, 'audio': 0.317}",False,2026-07-08 13:25:03
fear,fear,MEDIUM,Negative emotional state,0.72,0.504,10,0.727,angry,0.5233333333333333,medium,0.41,0.0403,0.642,fear,False,MEDIUM,0.367,35.0,MEDIUM,LOW,27.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",STABLE,"{'visual': 0.682, 'audio': 0.318}",False,2026-07-08 13:25:03
