emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,timestamp
neutral,0.78,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.397,STABLE,4,6.41,CENTER,1.0,0,0.509,"{'yaw': -1.97, 'pitch': 2.22, 'roll': -0.08}",sad,0.33,medium,0.4233,0.0,0.0,,LOW,0.0,7.5,7.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 3.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:47
neutral,0.92,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.468,STABLE,5,5.87,CENTER,1.0,0,0.509,"{'yaw': -1.58, 'pitch': 2.18, 'roll': -0.08}",sad,0.33,medium,0.4233,0.0,0.0,,LOW,0.0,7.6,6.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 2.9}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:47
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.503,STABLE,5,5.13,CENTER,1.0,0,0.508,"{'yaw': -0.68, 'pitch': 1.4, 'roll': -0.08}",sad,0.33,medium,0.4233,0.0,0.0,,LOW,0.0,7.2,6.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:47
neutral,0.95,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.483,STABLE,6,5.12,CENTER,1.0,0,0.508,"{'yaw': 2.08, 'pitch': 1.78, 'roll': -0.08}",sad,0.33,medium,0.4233,0.0,0.0,,LOW,0.0,7.6,6.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:48
neutral,0.94,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.478,STABLE,6,5.12,CENTER,1.0,0,0.509,"{'yaw': 2.03, 'pitch': 1.27, 'roll': -0.11}",sad,0.33,medium,0.4233,0.0,0.0,,LOW,0.0,7.6,6.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.6, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:48
sad,0.56,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.284,STABLE,6,5.32,CENTER,1.0,0,0.507,"{'yaw': 7.31, 'pitch': 4.03, 'roll': -0.22}",sad,0.33,medium,0.4233,0.0,0.0,,LOW,0.0,19.7,6.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:49
sad,0.52,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.264,STABLE,6,5.52,CENTER,1.0,0,0.508,"{'yaw': 7.9, 'pitch': 3.95, 'roll': -0.26}",sad,0.33,medium,0.4233,0.0,0.0,,LOW,0.0,19.8,6.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:49
angry,0.52,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.264,FLUCTUATING,6,5.71,CENTER,1.0,0,0.508,"{'yaw': 7.96, 'pitch': 3.84, 'roll': -0.24}",sad,0.33,medium,0.4233,0.0,0.0,,LOW,0.0,19.9,7.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.9}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:50
fear,0.45,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.229,FLUCTUATING,6,5.75,CENTER,1.0,0,0.508,"{'yaw': 3.67, 'pitch': 5.17, 'roll': -0.03}",sad,0.33,medium,0.4233,0.0,0.0,,LOW,0.0,19.9,7.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.9}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:50
sad,0.81,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.412,FLUCTUATING,6,5.68,CENTER,1.0,0,0.509,"{'yaw': -0.11, 'pitch': 3.64, 'roll': -0.04}",sad,0.3333333333333333,medium,0.4,0.0,0.0,,LOW,0.0,19.8,7.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:51
neutral,0.63,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.319,FLUCTUATING,6,5.62,CENTER,1.0,0,0.507,"{'yaw': -0.56, 'pitch': 3.69, 'roll': -0.01}",sad,0.3333333333333333,medium,0.4,0.0,0.0,,LOW,0.0,7.8,8.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:52
neutral,0.86,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.437,FLUCTUATING,6,5.56,CENTER,1.0,0,0.508,"{'yaw': 1.38, 'pitch': 3.03, 'roll': -0.01}",sad,0.3333333333333333,medium,0.4,0.0,0.0,,LOW,0.0,7.8,8.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:52
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.505,FLUCTUATING,6,5.47,CENTER,1.0,0,0.505,"{'yaw': 2.12, 'pitch': 4.18, 'roll': -0.02}",sad,0.3333333333333333,medium,0.4,0.0,0.0,,LOW,0.0,7.7,8.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:53
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.509,FLUCTUATING,6,5.13,CENTER,1.0,0,0.509,"{'yaw': 1.44, 'pitch': 4.06, 'roll': -0.08}",sad,0.3333333333333333,medium,0.4,0.0,0.0,,LOW,0.0,7.6,7.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:53
neutral,0.41,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.209,FLUCTUATING,6,4.92,CENTER,1.0,0,0.509,"{'yaw': 5.84, 'pitch': 2.98, 'roll': -0.06}",sad,0.3333333333333333,medium,0.4,0.0,0.0,,LOW,0.0,7.5,7.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:54
sad,0.77,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.391,FLUCTUATING,6,4.69,CENTER,1.0,0,0.508,"{'yaw': 6.15, 'pitch': 3.57, 'roll': -0.11}",sad,0.3333333333333333,medium,0.4,0.0,0.0,,LOW,0.0,19.3,7.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:54
sad,0.52,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.264,FLUCTUATING,6,4.48,CENTER,1.0,0,0.508,"{'yaw': 6.64, 'pitch': 3.45, 'roll': -0.1}",sad,0.3333333333333333,medium,0.4,0.0,0.0,,LOW,0.0,19.2,7.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:55
neutral,0.65,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.331,FLUCTUATING,6,4.34,CENTER,1.0,0,0.509,"{'yaw': 5.53, 'pitch': 3.57, 'roll': -0.11}",sad,0.3333333333333333,medium,0.4,0.0,0.0,,LOW,0.0,7.2,7.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:55
neutral,0.58,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.296,STABLE,6,4.14,CENTER,1.0,0,0.51,"{'yaw': 5.61, 'pitch': 2.86, 'roll': -0.11}",sad,0.3333333333333333,medium,0.4,0.0,0.0,,LOW,0.0,7.1,7.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:56
neutral,0.77,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.392,STABLE,6,4.0,CENTER,1.0,0,0.509,"{'yaw': 5.81, 'pitch': 2.65, 'roll': -0.12}",sad,0.34,medium,0.43,0.0,0.0,,LOW,0.0,7.0,7.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:57
neutral,0.58,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.295,STABLE,6,4.02,CENTER,1.0,0,0.509,"{'yaw': 5.38, 'pitch': 2.09, 'roll': -0.13}",sad,0.34,medium,0.43,0.0,0.0,,LOW,0.0,7.0,6.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:57
neutral,0.65,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.33,STABLE,6,4.05,CENTER,1.0,0,0.508,"{'yaw': 5.51, 'pitch': 2.22, 'roll': -0.13}",sad,0.34,medium,0.43,0.0,0.0,,LOW,0.0,7.0,6.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:58
neutral,0.68,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.346,STABLE,6,4.07,CENTER,1.0,0,0.509,"{'yaw': 5.63, 'pitch': 2.25, 'roll': -0.13}",sad,0.34,medium,0.43,0.0,0.0,,LOW,0.0,7.0,6.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:58
sad,0.58,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.295,STABLE,6,4.09,CENTER,1.0,0,0.508,"{'yaw': 4.93, 'pitch': 1.86, 'roll': -0.14}",sad,0.34,medium,0.43,0.0,0.0,,LOW,0.0,19.0,6.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:59
sad,0.42,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.213,STABLE,6,4.13,CENTER,1.0,0,0.508,"{'yaw': 5.92, 'pitch': 2.17, 'roll': -0.13}",sad,0.34,medium,0.43,0.0,0.0,,LOW,0.0,19.1,6.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:52:59
angry,0.39,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.198,FLUCTUATING,6,4.17,CENTER,1.0,0,0.508,"{'yaw': 4.79, 'pitch': 1.67, 'roll': -0.12}",sad,0.34,medium,0.43,0.0,0.0,,LOW,0.0,19.1,6.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:00
neutral,0.66,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.336,FLUCTUATING,6,4.19,CENTER,1.0,0,0.509,"{'yaw': 4.11, 'pitch': 1.68, 'roll': -0.12}",sad,0.34,medium,0.43,0.0,0.0,,LOW,0.0,7.1,6.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:00
neutral,0.74,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.376,FLUCTUATING,6,4.15,CENTER,1.0,0,0.508,"{'yaw': 4.63, 'pitch': 1.78, 'roll': -0.13}",sad,0.34,medium,0.43,0.0,0.0,,LOW,0.0,7.1,7.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:01
angry,0.4,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.204,FLUCTUATING,6,4.01,CENTER,1.0,0,0.509,"{'yaw': 4.97, 'pitch': 2.0, 'roll': -0.13}",sad,0.34,medium,0.43,0.0,0.0,,LOW,0.0,19.0,7.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:01
sad,0.8,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.74,0.406,FLUCTUATING,6,3.81,CENTER,1.0,0,0.508,"{'yaw': 3.8, 'pitch': 2.25, 'roll': -0.03}",sad,0.34,medium,0.4133,0.0,0.0,,LOW,0.0,18.9,7.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:03
angry,0.69,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.75,0.351,FLUCTUATING,6,3.77,CENTER,1.0,0,0.508,"{'yaw': -0.49, 'pitch': 4.77, 'roll': -0.11}",sad,0.34,medium,0.4133,0.0,0.0,,LOW,0.0,18.9,8.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:03
fear,0.39,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.198,FLUCTUATING,6,3.72,CENTER,1.0,0,0.508,"{'yaw': 3.11, 'pitch': 6.1, 'roll': -0.03}",sad,0.34,medium,0.4133,0.0,0.0,,LOW,0.0,18.9,8.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:04
happy,0.63,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.321,UNSTABLE,7,3.62,CENTER,1.0,0,0.509,"{'yaw': 5.38, 'pitch': 5.7, 'roll': -0.07}",sad,0.34,medium,0.4133,0.0,0.0,,LOW,0.0,4.1,8.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:04
sad,1.0,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.508,UNSTABLE,7,3.73,CENTER,1.0,0,0.508,"{'yaw': 7.49, 'pitch': 6.08, 'roll': -0.08}",sad,0.34,medium,0.4133,0.0,0.0,,LOW,0.0,19.2,9.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:05
sad,0.44,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.224,UNSTABLE,7,3.74,CENTER,1.0,0,0.509,"{'yaw': 7.27, 'pitch': 5.44, 'roll': -0.1}",sad,0.34,medium,0.4133,0.0,0.0,,LOW,0.0,19.2,9.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:05
neutral,0.59,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.3,UNSTABLE,7,3.86,CENTER,1.0,0,0.508,"{'yaw': 8.72, 'pitch': 5.68, 'roll': -0.03}",sad,0.34,medium,0.4133,0.0,0.0,,LOW,0.0,7.3,9.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:06
sad,0.63,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.32,UNSTABLE,7,3.8,CENTER,1.0,0,0.508,"{'yaw': 5.41, 'pitch': 4.66, 'roll': -0.07}",sad,0.34,medium,0.4133,0.0,0.0,,LOW,0.0,19.2,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:06
angry,0.66,angry,angry,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.335,UNSTABLE,8,3.81,CENTER,1.0,0,0.508,"{'yaw': 0.63, 'pitch': 3.14, 'roll': -0.18}",sad,0.34,medium,0.4133,0.0,0.0,,MEDIUM,0.5,34.6,17.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:06
fear,1.0,fear,fear,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.72,0.509,UNSTABLE,8,4.34,CENTER,1.0,0,0.509,"{'yaw': -4.48, 'pitch': 0.66, 'roll': -0.09}",sad,0.34,medium,0.4133,0.0,0.0,,MEDIUM,0.5,34.8,21.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:07
sad,0.62,sad,sad,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.56,0.316,UNSTABLE,8,4.51,CENTER,1.0,0,0.509,"{'yaw': -2.03, 'pitch': 1.07, 'roll': -0.06}",sad,0.34,medium,0.4,0.0,0.0,,MEDIUM,0.5,34.9,24.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:08
sad,0.96,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.49,UNSTABLE,9,4.52,CENTER,1.0,0,0.51,"{'yaw': -0.93, 'pitch': 2.96, 'roll': -0.05}",sad,0.34,medium,0.4,0.0,0.0,,MEDIUM,0.5,35.3,25.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:09
sad,0.76,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.387,UNSTABLE,9,4.66,CENTER,1.0,0,0.509,"{'yaw': -1.14, 'pitch': 1.37, 'roll': -0.05}",sad,0.34,medium,0.4,0.0,0.0,,MEDIUM,0.5,35.3,26.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:09
neutral,0.67,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.56,0.341,FLUCTUATING,9,4.72,CENTER,1.0,0,0.509,"{'yaw': 1.86, 'pitch': 0.75, 'roll': 0.02}",sad,0.34,medium,0.4,0.0,0.0,,MEDIUM,0.5,23.4,27.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:10
happy,0.98,happy,happy,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.56,0.499,UNSTABLE,9,4.76,CENTER,1.0,0,0.509,"{'yaw': 2.32, 'pitch': 0.55, 'roll': 0.03}",sad,0.34,medium,0.4,0.0,0.0,,MEDIUM,0.5,20.4,28.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:10
fear,0.46,fear,fear,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.235,UNSTABLE,9,4.82,CENTER,1.0,0,0.51,"{'yaw': 1.4, 'pitch': 0.69, 'roll': 0.04}",sad,0.34,medium,0.4,0.0,0.0,,MEDIUM,0.5,35.4,28.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:11
happy,0.52,happy,happy,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.56,0.265,UNSTABLE,10,4.88,CENTER,1.0,0,0.51,"{'yaw': 1.23, 'pitch': 0.42, 'roll': 0.03}",sad,0.34,medium,0.4,0.0,0.0,,MEDIUM,0.5,20.8,29.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:11
fear,0.94,fear,fear,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.56,0.479,UNSTABLE,10,4.91,CENTER,1.0,0,0.51,"{'yaw': 1.67, 'pitch': -0.05, 'roll': 0.03}",sad,0.34,medium,0.4,0.0,0.0,,MEDIUM,0.5,35.8,29.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:11
happy,0.94,happy,happy,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.56,0.479,FLUCTUATING,10,4.95,CENTER,1.0,0,0.51,"{'yaw': 1.52, 'pitch': 0.28, 'roll': 0.01}",sad,0.34,medium,0.4,0.0,0.0,,MEDIUM,0.5,20.8,29.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:12
neutral,0.98,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.65,0.5,FLUCTUATING,10,4.95,CENTER,1.0,0,0.51,"{'yaw': 1.47, 'pitch': 1.13, 'roll': -0.03}",sad,0.34,medium,0.4,0.0,0.0,,MEDIUM,0.5,23.8,30.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:12
neutral,0.97,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.65,0.495,FLUCTUATING,10,4.95,CENTER,1.0,0,0.51,"{'yaw': 1.42, 'pitch': 0.81, 'roll': -0.02}",sad,0.3433333333333333,medium,0.4133,0.0,0.0,,MEDIUM,0.5,23.8,30.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,2026-07-08 12:53:14
