emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,fused_emotion,timestamp
happy,0.74,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.347,STABLE,0,0,CENTER,1.0,0,0.469,"{'yaw': -0.85, 'pitch': 3.19, 'roll': -0.05}",neutral,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LOW,0.0,0.0,0.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 0.0}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,happy,2026-07-08 21:37:02
happy,0.74,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.333,STABLE,0,0,CENTER,1.0,0,0.45,"{'yaw': -1.55, 'pitch': 2.62, 'roll': -0.11}",neutral,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LOW,0.0,0.0,0.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 0.0, 'eye_avoidance': 0.0, 'head_movement': 0.0}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,happy,2026-07-08 21:37:03
sad,0.85,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.382,STABLE,0,0,CENTER,1.0,0,0.449,"{'yaw': -1.19, 'pitch': 3.83, 'roll': -0.09}",neutral,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LOW,0.0,15.0,3.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.5, 'eye_avoidance': 0.0, 'head_movement': 0.0}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,sad,2026-07-08 21:37:03
sad,0.85,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.381,STABLE,0,0,CENTER,1.0,0,0.448,"{'yaw': -1.52, 'pitch': 2.94, 'roll': -0.13}",neutral,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LOW,0.0,15.0,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 5.0, 'eye_avoidance': 0.0, 'head_movement': 0.0}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,sad,2026-07-08 21:37:03
sad,0.52,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.233,STABLE,0,0.76,CENTER,1.0,0,0.449,"{'yaw': -1.67, 'pitch': 3.56, 'roll': -0.15}",neutral,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LOW,0.0,15.4,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.8, 'eye_avoidance': 0.0, 'head_movement': 0.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,sad,2026-07-08 21:37:04
sad,0.52,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.232,STABLE,1,0.77,CENTER,1.0,0,0.447,"{'yaw': -1.46, 'pitch': 3.9, 'roll': -0.13}",neutral,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LOW,0.0,15.7,3.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.0, 'eye_avoidance': 0.0, 'head_movement': 0.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,sad,2026-07-08 21:37:04
sad,0.91,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.93,0.416,STABLE,1,0.82,CENTER,1.0,0,0.457,"{'yaw': -1.64, 'pitch': 4.16, 'roll': -0.14}",neutral,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LOW,0.0,15.7,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.5, 'eye_avoidance': 0.0, 'head_movement': 0.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,sad,2026-07-08 21:37:05
sad,0.91,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.401,STABLE,1,0.81,CENTER,1.0,0,0.441,"{'yaw': -1.2, 'pitch': 2.93, 'roll': -0.12}",neutral,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LOW,0.0,15.7,3.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 0.4}",Stable emotional condition,"{'visual': 1.0, 'audio': 0.0}",False,sad,2026-07-08 21:37:05
fear,0.93,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.408,STABLE,1,0.84,CENTER,1.0,0,0.439,"{'yaw': -1.24, 'pitch': 2.47, 'roll': -0.13}",neutral,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,LOW,0.0,15.8,3.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.8, 'eye_avoidance': 0.0, 'head_movement': 0.4}",Negative emotional state,"{'visual': 1.0, 'audio': 0.0}",False,fear,2026-07-08 21:37:06
fear,0.93,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.394,FLUCTUATING,1,0.91,CENTER,1.0,0,0.439,"{'yaw': -0.98, 'pitch': 2.24, 'roll': -0.11}",fear,0.27,MEDIUM,0.4167,0.0455,0.663,0.0,0.2864,2.3504,0.7136,0.1422,True,LOW,0.193,28.3,9.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.3, 'eye_avoidance': 0.0, 'head_movement': 0.5}",Negative emotional state,"{'visual': 0.695, 'audio': 0.305}",False,fear,2026-07-08 21:37:15
happy,0.96,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.31,FLUCTUATING,2,1.02,CENTER,1.0,0,0.461,"{'yaw': -0.59, 'pitch': 2.15, 'roll': -0.06}",fear,0.27,MEDIUM,0.4167,0.0455,0.663,0.0,0.2864,2.3504,0.7136,0.1422,False,LOW,0.187,13.7,13.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.5, 'eye_avoidance': 0.0, 'head_movement': 0.5}",Stable emotional condition,"{'visual': 0.712, 'audio': 0.288}",False,happy,2026-07-08 21:37:16
happy,0.96,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.307,FLUCTUATING,2,2.09,CENTER,1.0,0,0.457,"{'yaw': 2.01, 'pitch': -0.19, 'roll': -0.11}",fear,0.27,MEDIUM,0.4167,0.0455,0.663,0.0,0.2864,2.3504,0.7136,0.1422,False,LOW,0.188,14.2,16.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Stable emotional condition,"{'visual': 0.71, 'audio': 0.29}",False,happy,2026-07-08 21:37:17
happy,0.85,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.287,FLUCTUATING,2,2.62,CENTER,1.0,0,0.483,"{'yaw': 2.71, 'pitch': 0.36, 'roll': -0.12}",fear,0.27,MEDIUM,0.4167,0.0455,0.663,0.0,0.2864,2.3504,0.7136,0.1422,False,LOW,0.182,14.5,17.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.8, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.696, 'audio': 0.304}",False,happy,2026-07-08 21:37:17
happy,0.85,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.71,0.287,FLUCTUATING,2,2.99,CENTER,1.0,0,0.482,"{'yaw': 2.81, 'pitch': 0.02, 'roll': -0.12}",fear,0.27,MEDIUM,0.4167,0.0455,0.663,0.0,0.2864,2.3504,0.7136,0.1422,False,LOW,0.182,14.7,18.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.5, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.696, 'audio': 0.304}",False,happy,2026-07-08 21:37:18
happy,0.42,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.68,0.141,FLUCTUATING,2,3.15,CENTER,1.0,0,0.481,"{'yaw': 2.21, 'pitch': 0.08, 'roll': -0.11}",fear,0.27,MEDIUM,0.4167,0.0455,0.663,0.0,0.2864,2.3504,0.7136,0.1422,False,LOW,0.182,14.7,19.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.2, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,"{'visual': 0.53, 'audio': 0.47}",False,happy,2026-07-08 21:37:18
happy,0.42,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.165,FLUCTUATING,2,0,CENTER,1.0,0,0.561,"{'yaw': 0, 'pitch': 0, 'roll': 0}",fear,0.27,MEDIUM,0.4167,0.0455,0.663,0.0,0.2864,2.3504,0.7136,0.1422,False,LOW,0.165,13.2,18.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 3.0, 'eye_avoidance': 0.0, 'head_movement': 0.0}",Stable emotional condition,"{'visual': 0.568, 'audio': 0.432}",False,happy,2026-07-08 21:37:18
sad,0.54,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.63,0.169,FLUCTUATING,2,3.13,CENTER,1.0,0,0.446,"{'yaw': -1.8, 'pitch': 3.68, 'roll': -0.11}",fear,0.27,MEDIUM,0.4167,0.0455,0.663,0.0,0.2864,2.3504,0.7136,0.1422,False,MEDIUM,0.5,44.7,26.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,"{'visual': 0.574, 'audio': 0.426}",False,sad,2026-07-08 21:37:19
sad,0.54,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.59,0.172,FLUCTUATING,3,3.1,CENTER,1.0,0,0.454,"{'yaw': -1.99, 'pitch': 3.44, 'roll': -0.11}",fear,0.27,MEDIUM,0.4167,0.0455,0.663,0.0,0.2864,2.3504,0.7136,0.1422,False,MEDIUM,0.5,45.1,30.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.5, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,"{'visual': 0.578, 'audio': 0.422}",False,sad,2026-07-08 21:37:19
angry,0.41,angry,angry,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.67,0.131,FLUCTUATING,3,3.03,CENTER,1.0,0,0.455,"{'yaw': -1.23, 'pitch': 2.95, 'roll': -0.12}",fear,0.27,MEDIUM,0.4167,0.0455,0.663,0.0,0.2864,2.3504,0.7136,0.1422,False,MEDIUM,0.5,45.0,33.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,"{'visual': 0.51, 'audio': 0.49}",False,angry,2026-07-08 21:37:20
angry,0.41,angry,angry,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.69,0.128,FLUCTUATING,3,3.0,CENTER,1.0,0,0.447,"{'yaw': -2.2, 'pitch': 2.63, 'roll': -0.12}",fear,0.26,MEDIUM,0.4133,0.0548,0.696,0.0,0.0352,1.6788,0.9648,0.0262,False,MEDIUM,0.5,45.0,35.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 3.9, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,"{'visual': 0.503, 'audio': 0.497}",False,angry,2026-07-08 21:37:21
sad,0.59,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.7,0.195,FLUCTUATING,3,2.92,CENTER,1.0,0,0.471,"{'yaw': -0.73, 'pitch': 2.81, 'roll': -0.16}",fear,0.26,MEDIUM,0.4133,0.0548,0.696,0.0,0.0352,1.6788,0.9648,0.0262,False,MEDIUM,0.5,45.0,36.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.5, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.606, 'audio': 0.394}",False,sad,2026-07-08 21:37:22
sad,0.59,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.75,0.183,FLUCTUATING,3,2.87,CENTER,1.0,0,0.442,"{'yaw': -1.65, 'pitch': 2.46, 'roll': -0.15}",fear,0.26,MEDIUM,0.4133,0.0548,0.696,0.0,0.0352,1.6788,0.9648,0.0262,False,MEDIUM,0.5,44.9,37.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.59, 'audio': 0.41}",False,sad,2026-07-08 21:37:22
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.89,0.308,FLUCTUATING,3,2.82,CENTER,1.0,0,0.44,"{'yaw': -0.85, 'pitch': 2.05, 'roll': -0.25}",fear,0.26,MEDIUM,0.4133,0.0548,0.696,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.198,17.9,30.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.709, 'audio': 0.291}",False,neutral,2026-07-08 21:37:22
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.91,0.323,FLUCTUATING,3,2.77,CENTER,1.0,0,0.461,"{'yaw': 0.07, 'pitch': 2.84, 'roll': -0.14}",fear,0.26,MEDIUM,0.4133,0.0548,0.696,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.192,17.9,26.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.6, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.718, 'audio': 0.282}",False,neutral,2026-07-08 21:37:23
surprise,0.76,surprise,surprise,LOW,LOW,LOW,LOW,FOCUSED,0.81,0.256,UNSTABLE,3,2.76,CENTER,1.0,0,0.481,"{'yaw': 1.09, 'pitch': 3.35, 'roll': -0.13}",fear,0.26,MEDIUM,0.4133,0.0548,0.696,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.187,14.9,24.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.0, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.669, 'audio': 0.331}",False,surprise,2026-07-08 21:37:23
surprise,0.76,surprise,surprise,LOW,LOW,LOW,LOW,FOCUSED,0.93,0.245,FLUCTUATING,3,2.73,CENTER,1.0,0,0.46,"{'yaw': -0.58, 'pitch': 3.8, 'roll': -0.17}",fear,0.26,MEDIUM,0.4133,0.0548,0.696,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.192,14.9,23.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.659, 'audio': 0.341}",False,surprise,2026-07-08 21:37:24
neutral,0.92,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.93,0.299,FLUCTUATING,3,2.72,CENTER,1.0,0,0.464,"{'yaw': -0.88, 'pitch': 4.0, 'roll': -0.18}",fear,0.26,MEDIUM,0.4133,0.0548,0.696,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.191,17.9,22.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.702, 'audio': 0.298}",False,neutral,2026-07-08 21:37:24
neutral,0.92,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.308,FLUCTUATING,3,2.74,CENTER,1.0,0,0.479,"{'yaw': -1.34, 'pitch': 4.76, 'roll': -0.17}",fear,0.26,MEDIUM,0.4133,0.0548,0.696,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.188,17.9,22.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.0, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.709, 'audio': 0.291}",False,neutral,2026-07-08 21:37:25
fear,0.99,fear,fear,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.82,0.413,UNSTABLE,3,2.7,CENTER,1.0,0,0.449,"{'yaw': -0.97, 'pitch': 2.06, 'roll': -0.12}",fear,0.26,MEDIUM,0.4133,0.0548,0.696,0.0,0.0352,1.6788,0.9648,0.0262,True,MEDIUM,0.5,44.9,29.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.4, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Negative emotional state,"{'visual': 0.711, 'audio': 0.289}",False,fear,2026-07-08 21:37:25
fear,0.99,fear,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.71,0.416,FLUCTUATING,4,2.65,CENTER,1.0,0,0.442,"{'yaw': -0.09, 'pitch': 2.84, 'roll': -0.2}",fear,0.2833333333333333,MEDIUM,0.3967,0.0525,0.688,0.0,0.0905,3.0219,0.9095,0.0337,True,MEDIUM,0.5,45.2,33.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.692, 'audio': 0.308}",False,fear,2026-07-08 21:37:26
happy,0.74,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.93,0.223,UNSTABLE,4,2.62,CENTER,1.0,0,0.43,"{'yaw': -1.56, 'pitch': 2.2, 'roll': -0.12}",fear,0.2833333333333333,MEDIUM,0.3967,0.0525,0.688,0.0,0.0905,3.0219,0.9095,0.0337,False,LOW,0.194,15.1,28.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.62, 'audio': 0.38}",False,happy,2026-07-08 21:37:27
happy,0.74,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.91,0.228,FLUCTUATING,4,2.67,CENTER,1.0,0,0.441,"{'yaw': -2.7, 'pitch': 2.46, 'roll': -0.15}",fear,0.2833333333333333,MEDIUM,0.3967,0.0525,0.688,0.0,0.0905,3.0219,0.9095,0.0337,False,LOW,0.191,15.2,25.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.626, 'audio': 0.374}",False,happy,2026-07-08 21:37:27
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.302,FLUCTUATING,4,2.67,CENTER,1.0,0,0.436,"{'yaw': -1.79, 'pitch': 2.75, 'roll': -0.11}",fear,0.2833333333333333,MEDIUM,0.3967,0.0525,0.688,0.0,0.0905,3.0219,0.9095,0.0337,False,LOW,0.192,18.2,24.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.689, 'audio': 0.311}",False,neutral,2026-07-08 21:37:27
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.305,FLUCTUATING,4,2.67,CENTER,1.0,0,0.44,"{'yaw': 0.53, 'pitch': 2.64, 'roll': -0.09}",fear,0.2833333333333333,MEDIUM,0.3967,0.0525,0.688,0.0,0.0905,3.0219,0.9095,0.0337,False,LOW,0.191,18.2,23.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.691, 'audio': 0.309}",False,neutral,2026-07-08 21:37:28
sad,1.0,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.31,UNSTABLE,5,2.68,CENTER,1.0,0,0.443,"{'yaw': -0.28, 'pitch': 3.9, 'roll': -0.03}",fear,0.2833333333333333,MEDIUM,0.3967,0.0525,0.688,0.0,0.0905,3.0219,0.9095,0.0337,False,MEDIUM,0.5,45.5,30.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.694, 'audio': 0.306}",False,sad,2026-07-08 21:37:28
sad,1.0,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.88,0.321,FLUCTUATING,5,2.75,CENTER,1.0,0,0.459,"{'yaw': -2.97, 'pitch': 4.14, 'roll': -0.14}",fear,0.2833333333333333,MEDIUM,0.3967,0.0525,0.688,0.0,0.0905,3.0219,0.9095,0.0337,False,MEDIUM,0.5,45.5,34.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.702, 'audio': 0.298}",False,sad,2026-07-08 21:37:29
sad,0.58,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.184,FLUCTUATING,6,2.73,CENTER,1.0,0,0.454,"{'yaw': -0.37, 'pitch': 1.95, 'roll': -0.07}",fear,0.2833333333333333,MEDIUM,0.3967,0.0525,0.688,0.0,0.0905,3.0219,0.9095,0.0337,False,MEDIUM,0.5,45.9,36.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.575, 'audio': 0.425}",False,sad,2026-07-08 21:37:30
sad,0.58,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.78,0.184,FLUCTUATING,6,2.71,CENTER,1.0,0,0.453,"{'yaw': -1.29, 'pitch': 3.74, 'roll': -0.09}",fear,0.2833333333333333,MEDIUM,0.3967,0.0525,0.688,0.0,0.0905,3.0219,0.9095,0.0337,False,MEDIUM,0.5,45.9,37.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.574, 'audio': 0.426}",False,sad,2026-07-08 21:37:30
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.317,FLUCTUATING,6,2.72,CENTER,1.0,0,0.457,"{'yaw': -0.11, 'pitch': 3.69, 'roll': -0.13}",fear,0.2833333333333333,MEDIUM,0.3967,0.0525,0.688,0.0,0.0905,3.0219,0.9095,0.0337,False,LOW,0.187,18.9,31.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.699, 'audio': 0.301}",False,neutral,2026-07-08 21:37:31
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.317,FLUCTUATING,6,2.73,CENTER,1.0,0,0.458,"{'yaw': 0.13, 'pitch': 3.12, 'roll': -0.13}",fear,0.31,MEDIUM,0.4267,0.0549,0.696,0.0,0.0302,1.3431,0.9698,0.0299,False,LOW,0.197,18.9,27.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.678, 'audio': 0.322}",False,neutral,2026-07-08 21:37:31
sad,0.66,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.78,0.213,FLUCTUATING,6,2.73,CENTER,1.0,0,0.46,"{'yaw': -0.51, 'pitch': 3.54, 'roll': -0.14}",fear,0.31,MEDIUM,0.4267,0.0549,0.696,0.0,0.0302,1.3431,0.9698,0.0299,False,MEDIUM,0.5,45.9,32.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.585, 'audio': 0.415}",False,sad,2026-07-08 21:37:32
sad,0.66,sad,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.71,0.21,STABLE,6,2.74,CENTER,1.0,0,0.455,"{'yaw': -1.21, 'pitch': 3.69, 'roll': -0.14}",fear,0.31,MEDIUM,0.4267,0.0549,0.696,0.0,0.0302,1.3431,0.9698,0.0299,False,MEDIUM,0.5,45.9,35.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.582, 'audio': 0.418}",False,sad,2026-07-08 21:37:32
fear,0.48,fear,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.71,0.313,FLUCTUATING,6,2.54,CENTER,1.0,0,0.437,"{'yaw': -0.32, 'pitch': 2.91, 'roll': -0.11}",fear,0.31,MEDIUM,0.4267,0.0549,0.696,0.0,0.0302,1.3431,0.9698,0.0299,True,MEDIUM,0.5,45.8,37.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Negative emotional state,"{'visual': 0.493, 'audio': 0.507}",False,fear,2026-07-08 21:37:33
fear,0.48,fear,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.71,0.316,FLUCTUATING,6,2.31,CENTER,1.0,0,0.451,"{'yaw': -0.38, 'pitch': 2.3, 'roll': -0.11}",fear,0.31,MEDIUM,0.4267,0.0549,0.696,0.0,0.0302,1.3431,0.9698,0.0299,True,MEDIUM,0.5,45.7,38.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.501, 'audio': 0.499}",False,fear,2026-07-08 21:37:33
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.317,FLUCTUATING,6,1.98,CENTER,1.0,0,0.457,"{'yaw': -0.34, 'pitch': 2.62, 'roll': -0.11}",fear,0.31,MEDIUM,0.4267,0.0549,0.696,0.0,0.0302,1.3431,0.9698,0.0299,False,LOW,0.197,18.5,32.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Stable emotional condition,"{'visual': 0.677, 'audio': 0.323}",False,neutral,2026-07-08 21:37:34
