emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,response_latency,pause_ratio,speech_rate,voiced_ratio,mean_pause,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,fused_emotion,timestamp
happy,0.78,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.261,FLUCTUATING,24,2.16,CENTER,1.0,0,0.478,"{'yaw': -2.35, 'pitch': 3.63, 'roll': -0.1}",fear,0.31,MEDIUM,0.3833,0.034,0.613,0.0,0.0151,1.0073,0.9849,0.0224,False,LOW,0.165,21.6,27.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.662, 'audio': 0.338}",False,happy,2026-07-08 21:38:57
happy,0.78,calm,happy,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.248,FLUCTUATING,24,2.12,CENTER,1.0,0,0.455,"{'yaw': -1.31, 'pitch': 3.91, 'roll': -0.11}",fear,0.31,MEDIUM,0.3833,0.034,0.613,0.0,0.0151,1.0073,0.9849,0.0224,False,LOW,0.17,21.6,24.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.651, 'audio': 0.349}",False,happy,2026-07-08 21:38:57
neutral,0.62,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.219,FLUCTUATING,24,2.33,CENTER,1.0,0,0.504,"{'yaw': -1.47, 'pitch': 7.22, 'roll': -0.02}",fear,0.31,MEDIUM,0.3833,0.034,0.613,0.0,0.0151,1.0073,0.9849,0.0224,False,LOW,0.159,24.7,23.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.622, 'audio': 0.378}",False,neutral,2026-07-08 21:38:58
neutral,0.62,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.202,FLUCTUATING,24,2.43,CENTER,1.0,0,0.465,"{'yaw': -2.77, 'pitch': 0.83, 'roll': -0.08}",fear,0.31,MEDIUM,0.3833,0.034,0.613,0.0,0.0151,1.0073,0.9849,0.0224,False,LOW,0.168,24.7,22.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.603, 'audio': 0.397}",False,neutral,2026-07-08 21:38:59
neutral,1.0,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.326,FLUCTUATING,24,2.41,CENTER,1.0,0,0.465,"{'yaw': -3.02, 'pitch': 2.88, 'roll': -0.14}",fear,0.31,MEDIUM,0.3833,0.034,0.613,0.0,0.0151,1.0073,0.9849,0.0224,False,LOW,0.168,24.7,21.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.71, 'audio': 0.29}",False,neutral,2026-07-08 21:39:00
neutral,1.0,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.33,FLUCTUATING,24,2.41,CENTER,1.0,0,0.471,"{'yaw': -1.55, 'pitch': 3.17, 'roll': -0.11}",fear,0.2866666666666667,MEDIUM,0.4567,0.0358,0.622,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.188,24.7,21.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.725, 'audio': 0.275}",False,neutral,2026-07-08 21:39:01
surprise,0.63,calm,surprise,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.2,UNSTABLE,24,2.43,CENTER,1.0,0,0.454,"{'yaw': -3.62, 'pitch': 3.64, 'roll': -0.2}",fear,0.2866666666666667,MEDIUM,0.4567,0.0358,0.622,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.192,21.7,21.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.616, 'audio': 0.384}",False,surprise,2026-07-08 21:39:01
surprise,0.63,calm,surprise,LOW,LOW,LOW,LOW,FOCUSED,0.61,0.205,FLUCTUATING,25,2.44,CENTER,1.0,0,0.465,"{'yaw': -2.89, 'pitch': 4.69, 'roll': -0.07}",fear,0.2866666666666667,MEDIUM,0.4567,0.0358,0.622,0.0,0.0,0.3358,1.0,0.0,False,LOW,0.19,22.1,20.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.622, 'audio': 0.378}",False,surprise,2026-07-08 21:39:02
fear,0.63,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.44,0.34,UNSTABLE,25,2.43,CENTER,1.0,0,0.479,"{'yaw': -2.44, 'pitch': 3.92, 'roll': -0.1}",fear,0.2866666666666667,MEDIUM,0.4567,0.0358,0.622,0.0,0.0,0.3358,1.0,0.0,True,MEDIUM,0.5,52.0,27.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.629, 'audio': 0.371}",False,fear,2026-07-08 21:39:03
fear,0.63,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.46,0.331,FLUCTUATING,25,2.36,CENTER,1.0,0,0.451,"{'yaw': -2.28, 'pitch': 3.73, 'roll': -0.17}",fear,0.2866666666666667,MEDIUM,0.4567,0.0358,0.622,0.0,0.0,0.3358,1.0,0.0,True,MEDIUM,0.5,52.0,32.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.614, 'audio': 0.386}",False,fear,2026-07-08 21:39:03
fear,0.48,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.46,0.296,FLUCTUATING,25,2.33,CENTER,1.0,0,0.446,"{'yaw': -1.36, 'pitch': 2.43, 'roll': -0.12}",fear,0.2866666666666667,MEDIUM,0.4567,0.0358,0.622,0.0,0.0,0.3358,1.0,0.0,True,MEDIUM,0.5,52.0,34.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.546, 'audio': 0.454}",False,fear,2026-07-08 21:39:04
fear,0.48,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.44,0.297,FLUCTUATING,26,2.36,CENTER,1.0,0,0.449,"{'yaw': 0.78, 'pitch': 1.77, 'roll': -0.09}",fear,0.2866666666666667,MEDIUM,0.4567,0.0358,0.622,0.0,0.0,0.3358,1.0,0.0,True,MEDIUM,0.5,52.3,35.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.547, 'audio': 0.453}",False,fear,2026-07-08 21:39:04
angry,0.57,calm,angry,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.46,0.182,FLUCTUATING,26,2.42,CENTER,1.0,0,0.456,"{'yaw': -1.15, 'pitch': 5.18, 'roll': -0.17}",fear,0.2866666666666667,MEDIUM,0.4567,0.0358,0.622,0.0,0.0,0.3358,1.0,0.0,False,MEDIUM,0.5,52.4,36.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.593, 'audio': 0.407}",False,angry,2026-07-08 21:39:05
angry,0.57,calm,angry,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.45,0.185,FLUCTUATING,26,2.38,CENTER,1.0,0,0.464,"{'yaw': -1.01, 'pitch': 4.22, 'roll': -0.11}",fear,0.2866666666666667,MEDIUM,0.4567,0.0358,0.622,0.0,0.0,0.3358,1.0,0.0,False,MEDIUM,0.5,52.4,37.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Negative emotional state,"{'visual': 0.597, 'audio': 0.403}",False,angry,2026-07-08 21:39:05
sad,0.57,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.45,0.179,UNSTABLE,26,2.37,CENTER,1.0,0,0.449,"{'yaw': -2.49, 'pitch': 2.84, 'roll': -0.15}",fear,0.2866666666666667,MEDIUM,0.4567,0.0358,0.622,0.0,0.0,0.3358,1.0,0.0,False,MEDIUM,0.5,52.4,38.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.589, 'audio': 0.411}",False,sad,2026-07-08 21:39:06
sad,0.57,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.51,0.203,FLUCTUATING,26,2.83,CENTER,1.0,0,0.508,"{'yaw': 4.41, 'pitch': 4.15, 'roll': -0.21}",fear,0.32666666666666666,MEDIUM,0.4367,0.0394,0.638,0.0,0.0151,1.3431,0.9849,0.015,False,MEDIUM,0.5,52.6,38.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.581, 'audio': 0.419}",False,sad,2026-07-08 21:39:07
fear,0.71,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.51,0.359,FLUCTUATING,26,2.85,CENTER,1.0,0,0.437,"{'yaw': -3.62, 'pitch': 2.59, 'roll': -0.18}",fear,0.32666666666666666,MEDIUM,0.4367,0.0394,0.638,0.0,0.0151,1.3431,0.9849,0.015,True,MEDIUM,0.5,52.6,38.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Negative emotional state,"{'visual': 0.598, 'audio': 0.402}",False,fear,2026-07-08 21:39:08
fear,0.71,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.45,0.36,FLUCTUATING,27,2.84,CENTER,1.0,0,0.439,"{'yaw': -1.8, 'pitch': 2.45, 'roll': -0.07}",fear,0.32666666666666666,MEDIUM,0.4367,0.0394,0.638,0.0,0.0151,1.3431,0.9849,0.015,True,MEDIUM,0.5,52.9,38.8,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Negative emotional state,"{'visual': 0.599, 'audio': 0.401}",False,fear,2026-07-08 21:39:08
fear,0.96,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.41,0.422,FLUCTUATING,27,2.9,CENTER,1.0,0,0.454,"{'yaw': 0.68, 'pitch': 2.63, 'roll': -0.12}",fear,0.32666666666666666,MEDIUM,0.4367,0.0394,0.638,0.0,0.0151,1.3431,0.9849,0.015,True,MEDIUM,0.5,52.9,38.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Negative emotional state,"{'visual': 0.677, 'audio': 0.323}",False,fear,2026-07-08 21:39:09
fear,0.96,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.49,0.424,FLUCTUATING,27,2.89,CENTER,1.0,0,0.457,"{'yaw': -0.77, 'pitch': 3.65, 'roll': -0.12}",fear,0.32666666666666666,MEDIUM,0.4367,0.0394,0.638,0.0,0.0151,1.3431,0.9849,0.015,True,MEDIUM,0.5,52.9,39.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Negative emotional state,"{'visual': 0.678, 'audio': 0.322}",False,fear,2026-07-08 21:39:09
fear,0.92,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.44,0.419,FLUCTUATING,27,2.91,CENTER,1.0,0,0.467,"{'yaw': -3.18, 'pitch': 4.16, 'roll': -0.15}",fear,0.32666666666666666,MEDIUM,0.4367,0.0394,0.638,0.0,0.0151,1.3431,0.9849,0.015,True,MEDIUM,0.5,53.0,39.1,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,"{'visual': 0.673, 'audio': 0.327}",False,fear,2026-07-08 21:39:10
fear,0.92,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.43,0.414,FLUCTUATING,27,2.89,CENTER,1.0,0,0.455,"{'yaw': -0.77, 'pitch': 2.79, 'roll': -0.1}",fear,0.32666666666666666,MEDIUM,0.4367,0.0394,0.638,0.0,0.0151,1.3431,0.9849,0.015,True,MEDIUM,0.5,52.9,38.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Negative emotional state,"{'visual': 0.668, 'audio': 0.332}",False,fear,2026-07-08 21:39:11
neutral,0.99,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.77,0.323,FLUCTUATING,27,2.85,CENTER,1.0,0,0.466,"{'yaw': -4.05, 'pitch': 4.29, 'roll': -0.13}",fear,0.32666666666666666,MEDIUM,0.4367,0.0394,0.638,0.0,0.0151,1.3431,0.9849,0.015,False,LOW,0.187,25.9,32.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.689, 'audio': 0.311}",False,neutral,2026-07-08 21:39:11
neutral,0.99,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.74,0.319,FLUCTUATING,27,2.88,CENTER,1.0,0,0.46,"{'yaw': -3.27, 'pitch': 5.15, 'roll': -0.18}",fear,0.32666666666666666,MEDIUM,0.4367,0.0394,0.638,0.0,0.0151,1.3431,0.9849,0.015,False,LOW,0.189,25.9,27.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.686, 'audio': 0.314}",False,neutral,2026-07-08 21:39:12
neutral,0.97,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.65,0.32,FLUCTUATING,27,2.89,CENTER,1.0,0,0.471,"{'yaw': -2.32, 'pitch': 5.06, 'roll': -0.13}",fear,0.32666666666666666,MEDIUM,0.4367,0.0394,0.638,0.0,0.0151,1.3431,0.9849,0.015,False,LOW,0.186,25.9,25.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.687, 'audio': 0.313}",False,neutral,2026-07-08 21:39:12
neutral,0.97,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.68,0.318,STABLE,27,2.9,CENTER,1.0,0,0.468,"{'yaw': -2.8, 'pitch': 2.79, 'roll': -0.15}",fear,0.30666666666666664,MEDIUM,0.4067,0.0356,0.621,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.175,25.9,23.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,"{'visual': 0.704, 'audio': 0.296}",False,neutral,2026-07-08 21:39:13
fear,0.83,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.5,0.397,STABLE,28,2.97,CENTER,1.0,0,0.486,"{'yaw': 1.33, 'pitch': 3.68, 'roll': -0.12}",fear,0.30666666666666664,MEDIUM,0.4067,0.0356,0.621,0.0,0.0352,1.6788,0.9648,0.0262,True,MEDIUM,0.5,53.3,29.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,"{'visual': 0.679, 'audio': 0.321}",False,fear,2026-07-08 21:39:14
fear,0.83,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.39,0.414,STABLE,28,3.12,CENTER,1.0,0,0.527,"{'yaw': 2.4, 'pitch': 4.76, 'roll': -0.08}",fear,0.30666666666666664,MEDIUM,0.4067,0.0356,0.621,0.0,0.0352,1.6788,0.9648,0.0262,True,MEDIUM,0.5,53.4,33.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,"{'visual': 0.697, 'audio': 0.303}",False,fear,2026-07-08 21:39:15
fear,0.43,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.39,0.305,STABLE,28,3.18,CENTER,1.0,0,0.511,"{'yaw': 0.86, 'pitch': 4.47, 'roll': -0.13}",fear,0.30666666666666664,MEDIUM,0.4067,0.0356,0.621,0.0,0.0352,1.6788,0.9648,0.0262,True,MEDIUM,0.5,53.4,35.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,"{'visual': 0.536, 'audio': 0.464}",False,fear,2026-07-08 21:39:15
fear,0.43,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.38,0.288,STABLE,28,3.19,CENTER,1.0,0,0.432,"{'yaw': -2.62, 'pitch': 2.05, 'roll': -0.09}",fear,0.30666666666666664,MEDIUM,0.4067,0.0356,0.621,0.0,0.0352,1.6788,0.9648,0.0262,True,MEDIUM,0.5,53.4,36.6,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,"{'visual': 0.494, 'audio': 0.506}",False,fear,2026-07-08 21:39:16
surprise,0.53,calm,surprise,LOW,LOW,LOW,LOW,FOCUSED,0.54,0.171,FLUCTUATING,28,3.2,CENTER,1.0,0,0.461,"{'yaw': -3.07, 'pitch': 3.43, 'roll': -0.16}",fear,0.30666666666666664,MEDIUM,0.4067,0.0356,0.621,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.177,23.4,30.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,"{'visual': 0.562, 'audio': 0.438}",False,surprise,2026-07-08 21:39:17
surprise,0.53,calm,surprise,LOW,LOW,LOW,LOW,FOCUSED,0.49,0.167,FLUCTUATING,29,3.27,CENTER,1.0,0,0.449,"{'yaw': -3.96, 'pitch': 2.55, 'roll': -0.08}",fear,0.30666666666666664,MEDIUM,0.4067,0.0356,0.621,0.0,0.0352,1.6788,0.9648,0.0262,False,LOW,0.18,23.8,26.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.1, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,"{'visual': 0.555, 'audio': 0.445}",False,surprise,2026-07-08 21:39:17
fear,0.39,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.4,0.286,FLUCTUATING,29,3.07,CENTER,1.0,0,0.467,"{'yaw': -2.12, 'pitch': 3.1, 'roll': -0.04}",fear,0.30666666666666664,MEDIUM,0.4067,0.0356,0.621,0.0,0.0352,1.6788,0.9648,0.0262,True,MEDIUM,0.5,53.7,31.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,"{'visual': 0.489, 'audio': 0.511}",False,fear,2026-07-08 21:39:18
fear,0.39,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,OVERLOADED,0.5,0.291,FLUCTUATING,29,2.96,CENTER,1.0,0,0.491,"{'yaw': -3.29, 'pitch': 3.28, 'roll': -0.13}",fear,0.30666666666666664,MEDIUM,0.4067,0.0356,0.621,0.0,0.0352,1.6788,0.9648,0.0262,True,MEDIUM,0.5,53.6,34.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,"{'visual': 0.501, 'audio': 0.499}",False,fear,2026-07-08 21:39:18
sad,0.81,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,OVERLOADED,0.48,0.26,FLUCTUATING,30,2.95,CENTER,1.0,0,0.458,"{'yaw': -1.28, 'pitch': 2.82, 'roll': -0.06}",fear,0.30666666666666664,MEDIUM,0.4067,0.0356,0.621,0.0,0.0352,1.6788,0.9648,0.0262,False,MEDIUM,0.5,54.0,36.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.661, 'audio': 0.339}",False,sad,2026-07-08 21:39:19
sad,0.81,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,OVERLOADED,0.5,0.264,FLUCTUATING,30,3.03,CENTER,1.0,0,0.465,"{'yaw': -2.78, 'pitch': 1.52, 'roll': -0.12}",fear,0.2833333333333333,MEDIUM,0.4167,0.0563,0.7,0.0,0.005,0.6715,0.995,0.015,False,MEDIUM,0.5,54.0,37.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.655, 'audio': 0.345}",False,sad,2026-07-08 21:39:20
neutral,0.65,calm,neutral,MEDIUM,MEDIUM,MEDIUM,LOW,OVERLOADED,0.44,0.208,FLUCTUATING,30,2.99,CENTER,1.0,0,0.458,"{'yaw': -1.56, 'pitch': 3.87, 'roll': -0.12}",fear,0.2833333333333333,MEDIUM,0.4167,0.0563,0.7,0.0,0.005,0.6715,0.995,0.015,False,MEDIUM,0.5,42.0,38.0,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.6, 'audio': 0.4}",False,neutral,2026-07-08 21:39:21
neutral,0.65,calm,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.56,0.209,FLUCTUATING,30,2.99,CENTER,1.0,0,0.459,"{'yaw': -3.57, 'pitch': 3.45, 'roll': -0.25}",fear,0.2833333333333333,MEDIUM,0.4167,0.0563,0.7,0.0,0.005,0.6715,0.995,0.015,False,LOW,0.194,27.0,31.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 4.7, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.601, 'audio': 0.399}",False,neutral,2026-07-08 21:39:21
fear,0.99,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.35,0.43,FLUCTUATING,30,2.99,CENTER,1.0,0,0.467,"{'yaw': -2.91, 'pitch': 3.07, 'roll': -0.14}",fear,0.2833333333333333,MEDIUM,0.4167,0.0563,0.7,0.0,0.005,0.6715,0.995,0.015,True,MEDIUM,0.5,54.0,34.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,"{'visual': 0.7, 'audio': 0.3}",False,fear,2026-07-08 21:39:22
fear,0.99,calm,fear,MEDIUM,MEDIUM,MEDIUM,MEDIUM,FOCUSED,0.35,0.437,FLUCTUATING,30,2.99,CENTER,1.0,0,0.48,"{'yaw': -2.17, 'pitch': 3.43, 'roll': -0.1}",fear,0.2833333333333333,MEDIUM,0.4167,0.0563,0.7,0.0,0.005,0.6715,0.995,0.015,True,MEDIUM,0.5,54.0,36.4,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,"{'visual': 0.706, 'audio': 0.294}",False,fear,2026-07-08 21:39:22
sad,0.8,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,OVERLOADED,0.5,0.255,FLUCTUATING,31,2.98,CENTER,1.0,0,0.456,"{'yaw': -2.36, 'pitch': 3.62, 'roll': -0.11}",fear,0.2833333333333333,MEDIUM,0.4167,0.0563,0.7,0.0,0.005,0.6715,0.995,0.015,False,MEDIUM,0.5,54.0,37.7,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.648, 'audio': 0.352}",False,sad,2026-07-08 21:39:23
sad,0.8,calm,sad,MEDIUM,MEDIUM,MEDIUM,LOW,FOCUSED,0.41,0.254,FLUCTUATING,31,2.96,CENTER,1.0,0,0.454,"{'yaw': -4.6, 'pitch': 3.99, 'roll': -0.23}",fear,0.2833333333333333,MEDIUM,0.4167,0.0563,0.7,0.0,0.005,0.6715,0.995,0.015,False,MEDIUM,0.5,54.0,38.3,LOW,"{'visual_stress': 17.5, 'audio_stress': 15.0, 'emotion_instability': 5.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.647, 'audio': 0.353}",False,sad,2026-07-08 21:39:23
surprise,0.58,calm,surprise,LOW,LOW,LOW,LOW,FOCUSED,0.69,0.19,FLUCTUATING,31,2.94,CENTER,1.0,0,0.467,"{'yaw': -2.23, 'pitch': 1.98, 'roll': -0.11}",fear,0.2833333333333333,MEDIUM,0.4167,0.0563,0.7,0.0,0.005,0.6715,0.995,0.015,False,LOW,0.192,24.0,31.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 15.0, 'emotion_instability': 5.7, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,"{'visual': 0.577, 'audio': 0.423}",False,surprise,2026-07-08 21:39:24
